City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Currency_Brazilian Real(R$),Currency_Dollar($),Currency_Emirati Diram(AED),Currency_Indian Rupees(Rs.),Currency_Indonesian Rupiah(IDR),Currency_NewZealand($),Currency_Pounds(£),Currency_Qatari Rial(QR),Currency_Rand(R),Currency_Sri Lankan Rupee(LKR),Currency_Turkish Lira(TL)
0.0020940215684221546,-83.38728,33.937502,0.00031410323526332324,10,No,No,No,1,4.4,546,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.3764,33.9584,0.0005235053921055386,10,No,No,No,1,4.4,1098,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.378881,33.958363,0.00020940215684221548,25,No,No,No,2,4.2,579,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.3828224,33.9600227,0.00010470107842110774,10,No,No,No,1,4.1,374,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.0865,33.4721,0.00010470107842110774,40,No,No,No,3,4.6,717,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.0698,33.4791,0.00010470107842110774,40,No,No,No,3,4.9,548,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-81.97,33.4765,0.00010470107842110774,25,No,No,No,2,4.5,631,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-81.9684,33.474,0.00010470107842110774,10,No,No,No,1,3.9,372,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-81.973006,33.477444,0.0013611140194744007,25,No,No,No,2,3.9,201,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-81.965571,33.481779,0.00010470107842110774,40,No,No,No,3,3.8,332,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.0327,33.4086,0.0009423097057899697,25,No,No,No,2,3.5,304,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-81.974944,33.478231,0.00324573343105434,40,No,No,No,3,4.3,368,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.096,33.4827,0.00010470107842110774,25,No,No,No,2,4.1,430,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-81.9721,33.4778,0.0005235053921055386,25,No,No,No,2,4.4,433,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-81.9694,33.4764,0.0037692388231598786,10,No,No,No,1,4.0,380,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.0505,33.5133,0.00010470107842110774,25,No,No,No,2,4.0,456,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.0301,33.4848,0.00010470107842110774,40,No,No,No,3,4.2,647,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.080788,33.467201,0.0007329075489477542,40,No,No,No,3,4.0,360,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.0805493,33.5375868,0.0018846194115799393,25,No,No,No,2,4.0,227,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.143793,33.544342,0.00031410323526332324,25,No,No,No,2,3.9,290,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.126161,33.532249,0.00020940215684221548,10,No,No,No,1,4.1,270,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.141284,33.521291,0.00010470107842110774,25,No,No,No,2,4.0,326,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.1328,33.5406,0.0016752172547377239,35,No,No,No,3,4.3,317,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-82.1997,33.4574,0.0037692388231598786,10,No,No,No,1,4.2,300,United States,0,1,0,0,0,0,0,0,0,0,0
0.00010470107842110774,115.9844924,-33.7845269,0.00020940215684221548,20,No,No,No,2,3.2,21,Australia,0,1,0,0,0,0,0,0,0,0,0
0.00010470107842110774,146.685852,-36.360439,0.00031410323526332324,20,No,No,No,2,4.6,237,Australia,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2019,43.6138,0.00041880431368443097,25,No,No,No,2,4.5,879,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.203466,43.616068,0.002512825882106586,25,No,No,No,2,4.6,615,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2023,43.6149,0.00020940215684221548,25,No,No,No,2,4.5,879,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2064,43.6157,0.0008376086273688619,70,No,No,No,4,3.9,379,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2031,43.614,0.00010470107842110774,10,No,No,No,1,4.3,303,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.185034,43.597235,0.00010470107842110774,70,No,No,No,4,4.1,538,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2062,43.5945,0.00041880431368443097,10,No,No,No,1,4.2,334,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2022,43.6167,0.00041880431368443097,25,No,No,No,2,4.3,555,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.193409,43.610279,0.0013611140194744007,10,No,No,No,1,4.4,823,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2625,43.6192,0.0055491571563187105,25,No,No,No,2,4.1,550,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.202845,43.616295,0.0013611140194744007,25,No,No,No,2,4.4,650,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.199,43.615,0.0055491571563187105,10,No,No,No,1,4.3,410,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2463,43.6191,0.0037692388231598786,10,No,No,No,1,4.4,660,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.245165,43.6051379,0.00010470107842110774,25,No,No,No,2,4.4,360,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2021,43.6162,0.00010470107842110774,40,No,No,No,3,4.0,340,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.2031,43.6156,0.00010470107842110774,25,No,No,No,2,4.1,393,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.281809,43.619274,0.00041880431368443097,10,No,No,No,1,4.3,422,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.280614,43.591706,0.0009423097057899697,40,No,No,No,3,4.0,435,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.347304,43.619108,0.00041880431368443097,25,No,No,No,2,4.0,369,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-116.5629,43.5777,0.00324573343105434,40,No,No,No,3,4.4,487,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.6336,42.0179,0.00010470107842110774,40,No,No,No,3,3.7,98,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.6327,42.0281,0.002512825882106586,40,No,No,No,3,4.1,365,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.7148,41.9748,0.0037692388231598786,10,No,No,No,1,4.1,190,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.6224,42.0249,0.00031410323526332324,40,No,No,No,3,4.1,429,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.6347,42.01,0.00020940215684221548,25,No,No,No,2,4.4,430,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.6499622,42.0215347,0.0018846194115799393,25,No,No,No,2,4.2,186,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.7266,41.9639,0.00010470107842110774,10,No,No,No,1,4.2,220,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.6394,42.0468,0.03706418176107214,10,No,No,No,1,4.2,347,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.569767,41.670466,0.00031410323526332324,25,No,No,No,2,3.8,161,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.5687,41.6685,0.0018846194115799393,25,No,No,No,2,4.1,160,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.534424,41.660982,0.0006282064705266465,10,No,No,No,1,4.9,820,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.531414,41.663849,0.00031410323526332324,10,No,No,No,1,4.5,488,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.531093,41.663751,0.00010470107842110774,25,No,No,No,2,3.6,253,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.534302,41.658691,0.00010470107842110774,40,No,No,No,3,3.8,220,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.5314,41.6648,0.0055491571563187105,25,No,No,No,2,4.3,485,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.5341,41.661,0.0006282064705266465,40,No,No,No,3,4.3,428,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.482165,41.667742,0.0007329075489477542,25,No,No,No,2,4.1,294,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.5318,41.6625,0.00010470107842110774,40,No,No,No,3,4.0,380,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.5074,41.6428,0.0009423097057899697,25,No,No,No,2,4.2,259,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-91.5995,42.0331,0.0005235053921055386,25,No,No,No,2,4.7,433,United States,0,1,0,0,0,0,0,0,0,0,0
0.00010470107842110774,-82.188438,42.397683,0.0018846194115799393,25,No,No,No,2,3.7,176,Canada,0,1,0,0,0,0,0,0,0,0,0
0.00010470107842110774,-123.368151,46.126967,0.00010470107842110774,10,No,No,No,1,4.3,96,United States,0,1,0,0,0,0,0,0,0,0,0
0.00010470107842110774,-114.472474,51.183934,0.00010470107842110774,25,No,No,No,2,3.1,6,United States,0,1,0,0,0,0,0,0,0,0,0
